,number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,params_use_pca,params_use_standardization,state,fold_aucs,feature_importances
283,283,0.5238912018337856,2024-01-15 11:07:56.881886,2024-01-15 11:07:58.402036,0 days 00:00:01.520150,True,gini,6.0,sqrt,15.0,14.0,16.0,False,True,COMPLETE,"[0.6357142857142857, 0.5380116959064327, 0.37777777777777777, 0.5555555555555556, 0.5123966942148761]","[0.00462683 0.01469458 0.00507959 0.00986913 0.02838294 0.00780706
 0.01381955 0.05152102 0.00430741 0.04332054 0.00711561 0.01276905
 0.01160471 0.01988103 0.02612548 0.00981507 0.02721848 0.05375841
 0.00766236 0.02060994 0.00275528 0.01422346 0.01695488 0.05883198
 0.00639403 0.         0.00531515 0.03749855 0.00357306 0.02018701
 0.00982096 0.01372338 0.01392318 0.00405425 0.00144009 0.02598069
 0.00609974 0.02259974 0.03088907 0.00306109 0.04432789 0.0019662
 0.00614281 0.00875293 0.00292393 0.03154322 0.00996007 0.03658906
 0.04455115 0.02482073 0.04412487 0.00484193 0.0183685  0.04377231]"
263,263,0.5238912018337856,2024-01-15 11:07:26.319579,2024-01-15 11:07:27.847863,0 days 00:00:01.528284,True,gini,17.0,sqrt,15.0,13.0,16.0,False,True,COMPLETE,"[0.6357142857142857, 0.5380116959064327, 0.37777777777777777, 0.5555555555555556, 0.5123966942148761]","[0.00462683 0.01469458 0.00507959 0.00986913 0.02838294 0.00780706
 0.01381955 0.05152102 0.00430741 0.04332054 0.00711561 0.01276905
 0.01160471 0.01988103 0.02612548 0.00981507 0.02721848 0.05375841
 0.00766236 0.02060994 0.00275528 0.01422346 0.01695488 0.05883198
 0.00639403 0.         0.00531515 0.03749855 0.00357306 0.02018701
 0.00982096 0.01372338 0.01392318 0.00405425 0.00144009 0.02598069
 0.00609974 0.02259974 0.03088907 0.00306109 0.04432789 0.0019662
 0.00614281 0.00875293 0.00292393 0.03154322 0.00996007 0.03658906
 0.04455115 0.02482073 0.04412487 0.00484193 0.0183685  0.04377231]"
282,282,0.52239524430912,2024-01-15 11:07:55.392361,2024-01-15 11:07:56.860239,0 days 00:00:01.467878,True,gini,2.0,sqrt,15.0,15.0,13.0,False,True,COMPLETE,"[0.65, 0.5847953216374269, 0.3777777777777778, 0.5944444444444444, 0.4049586776859504]","[0.00569456 0.01808563 0.00625181 0.00434519 0.03493284 0.00960869
 0.00942797 0.01743268 0.00555081 0.03376173 0.00875768 0.01571575
 0.01592603 0.0202393  0.02787608 0.00972461 0.02708143 0.06769605
 0.00662694 0.02549654 0.         0.         0.02086755 0.03533902
 0.01104105 0.         0.00756058 0.03858914 0.00439762 0.02126692
 0.01208734 0.01386886 0.01819921 0.         0.         0.03666305
 0.00750737 0.00955994 0.03599819 0.00376749 0.04932179 0.
 0.0104728  0.00506717 0.         0.03187961 0.0135062  0.0445508
 0.05483218 0.0305486  0.05102191 0.         0.00797969 0.05387361]"
161,161,0.5212745362027659,2024-01-15 11:04:41.081257,2024-01-15 11:04:42.509573,0 days 00:00:01.428316,True,entropy,18.0,sqrt,15.0,11.0,12.0,False,True,COMPLETE,"[0.6928571428571428, 0.5614035087719298, 0.37222222222222223, 0.5666666666666667, 0.4132231404958677]","[0.00642686 0.01963287 0.00732746 0.00500202 0.01775334 0.01058456
 0.00978157 0.01909229 0.00566767 0.03788437 0.00924288 0.016749
 0.01027165 0.         0.03024746 0.01195915 0.03636683 0.06769378
 0.0103251  0.02396808 0.00385189 0.00841435 0.02145939 0.03800107
 0.00885441 0.         0.00699997 0.04056985 0.00451764 0.02038731
 0.01364264 0.00918334 0.01878878 0.         0.00182735 0.03086641
 0.00755305 0.02304987 0.03300098 0.00467284 0.05318374 0.
 0.00797135 0.01221074 0.         0.02469804 0.01318049 0.0510814
 0.06671224 0.03309417 0.03011915 0.         0.00844121 0.04768939]"
258,258,0.5210765205023578,2024-01-15 11:07:17.351877,2024-01-15 11:07:18.785094,0 days 00:00:01.433217,True,gini,15.0,sqrt,15.0,13.0,10.0,False,True,COMPLETE,"[0.6785714285714285, 0.6023391812865497, 0.4222222222222222, 0.5055555555555555, 0.396694214876033]","[0.00322405 0.02351132 0.00812735 0.         0.02094546 0.0124913
 0.01225636 0.02971058 0.00689185 0.03525652 0.01138498 0.02043047
 0.01268168 0.         0.04180077 0.01264199 0.03520585 0.07164811
 0.01225978 0.0215646  0.00440846 0.         0.02239709 0.05022534
 0.01023046 0.         0.00850425 0.03046326 0.0057169  0.01589508
 0.00865215 0.01209927 0.02227709 0.         0.00230415 0.03029462
 0.         0.00679377 0.04395571 0.00489774 0.06821643 0.
 0.00982849 0.01400469 0.         0.02775459 0.01593611 0.0585425
 0.02902362 0.         0.05078469 0.         0.01037359 0.04438694]"
239,239,0.5210765205023578,2024-01-15 11:06:45.226773,2024-01-15 11:06:46.637199,0 days 00:00:01.410426,True,gini,12.0,sqrt,15.0,15.0,10.0,False,True,COMPLETE,"[0.6785714285714285, 0.6023391812865497, 0.4222222222222222, 0.5055555555555555, 0.396694214876033]","[0.00322405 0.02351132 0.00812735 0.         0.02094546 0.0124913
 0.01225636 0.02971058 0.00689185 0.03525652 0.01138498 0.02043047
 0.01268168 0.         0.04180077 0.01264199 0.03520585 0.07164811
 0.01225978 0.0215646  0.00440846 0.         0.02239709 0.05022534
 0.01023046 0.         0.00850425 0.03046326 0.0057169  0.01589508
 0.00865215 0.01209927 0.02227709 0.         0.00230415 0.03029462
 0.         0.00679377 0.04395571 0.00489774 0.06821643 0.
 0.00982849 0.01400469 0.         0.02775459 0.01593611 0.0585425
 0.02902362 0.         0.05078469 0.         0.01037359 0.04438694]"
232,232,0.5210765205023578,2024-01-15 11:06:32.789255,2024-01-15 11:06:34.198757,0 days 00:00:01.409502,True,gini,14.0,sqrt,15.0,14.0,10.0,False,True,COMPLETE,"[0.6785714285714285, 0.6023391812865497, 0.4222222222222222, 0.5055555555555555, 0.396694214876033]","[0.00322405 0.02351132 0.00812735 0.         0.02094546 0.0124913
 0.01225636 0.02971058 0.00689185 0.03525652 0.01138498 0.02043047
 0.01268168 0.         0.04180077 0.01264199 0.03520585 0.07164811
 0.01225978 0.0215646  0.00440846 0.         0.02239709 0.05022534
 0.01023046 0.         0.00850425 0.03046326 0.0057169  0.01589508
 0.00865215 0.01209927 0.02227709 0.         0.00230415 0.03029462
 0.         0.00679377 0.04395571 0.00489774 0.06821643 0.
 0.00982849 0.01400469 0.         0.02775459 0.01593611 0.0585425
 0.02902362 0.         0.05078469 0.         0.01037359 0.04438694]"
226,226,0.5210765205023578,2024-01-15 11:06:23.629942,2024-01-15 11:06:25.027270,0 days 00:00:01.397328,True,gini,16.0,sqrt,15.0,14.0,10.0,False,True,COMPLETE,"[0.6785714285714285, 0.6023391812865497, 0.4222222222222222, 0.5055555555555555, 0.396694214876033]","[0.00322405 0.02351132 0.00812735 0.         0.02094546 0.0124913
 0.01225636 0.02971058 0.00689185 0.03525652 0.01138498 0.02043047
 0.01268168 0.         0.04180077 0.01264199 0.03520585 0.07164811
 0.01225978 0.0215646  0.00440846 0.         0.02239709 0.05022534
 0.01023046 0.         0.00850425 0.03046326 0.0057169  0.01589508
 0.00865215 0.01209927 0.02227709 0.         0.00230415 0.03029462
 0.         0.00679377 0.04395571 0.00489774 0.06821643 0.
 0.00982849 0.01400469 0.         0.02775459 0.01593611 0.0585425
 0.02902362 0.         0.05078469 0.         0.01037359 0.04438694]"
212,212,0.5210765205023578,2024-01-15 11:06:02.156244,2024-01-15 11:06:03.558018,0 days 00:00:01.401774,True,gini,15.0,sqrt,15.0,12.0,10.0,False,True,COMPLETE,"[0.6785714285714285, 0.6023391812865497, 0.4222222222222222, 0.5055555555555555, 0.396694214876033]","[0.00322405 0.02351132 0.00812735 0.         0.02094546 0.0124913
 0.01225636 0.02971058 0.00689185 0.03525652 0.01138498 0.02043047
 0.01268168 0.         0.04180077 0.01264199 0.03520585 0.07164811
 0.01225978 0.0215646  0.00440846 0.         0.02239709 0.05022534
 0.01023046 0.         0.00850425 0.03046326 0.0057169  0.01589508
 0.00865215 0.01209927 0.02227709 0.         0.00230415 0.03029462
 0.         0.00679377 0.04395571 0.00489774 0.06821643 0.
 0.00982849 0.01400469 0.         0.02775459 0.01593611 0.0585425
 0.02902362 0.         0.05078469 0.         0.01037359 0.04438694]"
279,279,0.5210765205023578,2024-01-15 11:07:50.963532,2024-01-15 11:07:52.381651,0 days 00:00:01.418119,True,gini,14.0,sqrt,15.0,14.0,10.0,False,True,COMPLETE,"[0.6785714285714285, 0.6023391812865497, 0.4222222222222222, 0.5055555555555555, 0.396694214876033]","[0.00322405 0.02351132 0.00812735 0.         0.02094546 0.0124913
 0.01225636 0.02971058 0.00689185 0.03525652 0.01138498 0.02043047
 0.01268168 0.         0.04180077 0.01264199 0.03520585 0.07164811
 0.01225978 0.0215646  0.00440846 0.         0.02239709 0.05022534
 0.01023046 0.         0.00850425 0.03046326 0.0057169  0.01589508
 0.00865215 0.01209927 0.02227709 0.         0.00230415 0.03029462
 0.         0.00679377 0.04395571 0.00489774 0.06821643 0.
 0.00982849 0.01400469 0.         0.02775459 0.01593611 0.0585425
 0.02902362 0.         0.05078469 0.         0.01037359 0.04438694]"
252,252,0.5210765205023578,2024-01-15 11:07:08.081187,2024-01-15 11:07:09.489446,0 days 00:00:01.408259,True,gini,14.0,sqrt,15.0,16.0,10.0,False,True,COMPLETE,"[0.6785714285714285, 0.6023391812865497, 0.4222222222222222, 0.5055555555555555, 0.396694214876033]","[0.00322405 0.02351132 0.00812735 0.         0.02094546 0.0124913
 0.01225636 0.02971058 0.00689185 0.03525652 0.01138498 0.02043047
 0.01268168 0.         0.04180077 0.01264199 0.03520585 0.07164811
 0.01225978 0.0215646  0.00440846 0.         0.02239709 0.05022534
 0.01023046 0.         0.00850425 0.03046326 0.0057169  0.01589508
 0.00865215 0.01209927 0.02227709 0.         0.00230415 0.03029462
 0.         0.00679377 0.04395571 0.00489774 0.06821643 0.
 0.00982849 0.01400469 0.         0.02775459 0.01593611 0.0585425
 0.02902362 0.         0.05078469 0.         0.01037359 0.04438694]"
266,266,0.5210765205023578,2024-01-15 11:07:30.855844,2024-01-15 11:07:32.263121,0 days 00:00:01.407277,True,gini,14.0,sqrt,15.0,14.0,10.0,False,True,COMPLETE,"[0.6785714285714285, 0.6023391812865497, 0.4222222222222222, 0.5055555555555555, 0.396694214876033]","[0.00322405 0.02351132 0.00812735 0.         0.02094546 0.0124913
 0.01225636 0.02971058 0.00689185 0.03525652 0.01138498 0.02043047
 0.01268168 0.         0.04180077 0.01264199 0.03520585 0.07164811
 0.01225978 0.0215646  0.00440846 0.         0.02239709 0.05022534
 0.01023046 0.         0.00850425 0.03046326 0.0057169  0.01589508
 0.00865215 0.01209927 0.02227709 0.         0.00230415 0.03029462
 0.         0.00679377 0.04395571 0.00489774 0.06821643 0.
 0.00982849 0.01400469 0.         0.02775459 0.01593611 0.0585425
 0.02902362 0.         0.05078469 0.         0.01037359 0.04438694]"
196,196,0.518588758397371,2024-01-15 11:05:36.908128,2024-01-15 11:05:38.540036,0 days 00:00:01.631908,True,entropy,14.0,sqrt,14.0,12.0,22.0,False,True,COMPLETE,"[0.65, 0.4970760233918129, 0.4000000000000001, 0.55, 0.49586776859504134]","[0.01480398 0.02076831 0.         0.00247989 0.0275195  0.00937378
 0.01981948 0.04339246 0.00296516 0.04335838 0.01241542 0.01589223
 0.01564826 0.01551272 0.01232361 0.00525377 0.0335297  0.04878566
 0.00619743 0.01780903 0.0088465  0.01949826 0.01245501 0.04323993
 0.00875851 0.00451785 0.01166034 0.02836275 0.00440245 0.02977717
 0.00708009 0.0097717  0.01107453 0.01139511 0.00360654 0.02371852
 0.00761538 0.01915963 0.02276722 0.00884    0.03269543 0.01251357
 0.0040025  0.015233   0.00163197 0.0418301  0.01619044 0.02771819
 0.04771815 0.03447059 0.03186531 0.00664528 0.0205342  0.04255503]"
189,189,0.5172202544929818,2024-01-15 11:05:25.944165,2024-01-15 11:05:27.384637,0 days 00:00:01.440472,True,entropy,17.0,sqrt,17.0,13.0,13.0,False,True,COMPLETE,"[0.7285714285714286, 0.4444444444444445, 0.3666666666666667, 0.6166666666666667, 0.4297520661157025]","[0.00720255 0.02303627 0.00676381 0.         0.01921831 0.01290361
 0.01850635 0.01921537 0.01284069 0.03269861 0.00993221 0.02589473
 0.01725054 0.01538462 0.01765111 0.01116818 0.0262624  0.0629892
 0.         0.01656502 0.01159039 0.00716491 0.01528062 0.01488576
 0.01146912 0.00503553 0.01002766 0.04767588 0.01538462 0.01689374
 0.00612174 0.0208568  0.00693347 0.         0.         0.02681533
 0.02143819 0.01916129 0.0510937  0.00431339 0.07133789 0.
 0.01007649 0.         0.         0.01796635 0.01309157 0.03774803
 0.05512556 0.03305457 0.05229307 0.         0.         0.04168075]"
203,203,0.517059936342233,2024-01-15 11:05:48.176225,2024-01-15 11:05:49.830213,0 days 00:00:01.653988,True,entropy,23.0,sqrt,14.0,12.0,24.0,False,True,COMPLETE,"[0.6642857142857143, 0.5029239766081872, 0.3777777777777778, 0.5444444444444445, 0.49586776859504134]","[0.01357031 0.01903762 0.00464668 0.00227323 0.02649684 0.00859263
 0.01816786 0.04473484 0.00899871 0.0505889  0.0113808  0.01456788
 0.01434424 0.01421999 0.0140322  0.00481596 0.03804431 0.04472019
 0.00568097 0.01632494 0.00810929 0.02641678 0.01277012 0.0396366
 0.00802864 0.00414136 0.01068865 0.02599918 0.00403558 0.03162948
 0.00649008 0.00895739 0.01015165 0.01044551 0.0055892  0.02174198
 0.00698076 0.017563   0.02086995 0.02039103 0.02997081 0.01147077
 0.00366896 0.01396358 0.00360313 0.03834426 0.02191457 0.02540834
 0.04924892 0.03159804 0.02920987 0.00789163 0.01882301 0.03900877]"
217,217,0.5145465592355545,2024-01-15 11:06:09.774980,2024-01-15 11:06:11.368372,0 days 00:00:01.593392,True,gini,12.0,sqrt,7.0,12.0,16.0,False,True,COMPLETE,"[0.6357142857142857, 0.4327485380116959, 0.3388888888888889, 0.6777777777777778, 0.4876033057851239]","[0.00898564 0.03222363 0.00781904 0.01504017 0.03330474 0.01044076
 0.01734539 0.02820671 0.01574838 0.04669566 0.01213258 0.0170957
 0.00723175 0.0105094  0.00674361 0.02213251 0.02750701 0.04379165
 0.01113013 0.01581803 0.00956807 0.03448098 0.00526122 0.02674509
 0.00571016 0.00897692 0.00941731 0.029836   0.00575629 0.02033621
 0.01114349 0.00670858 0.01405392 0.00339956 0.00962861 0.01467625
 0.01321683 0.01506867 0.02343349 0.00982901 0.03339385 0.00912621
 0.01939197 0.02285301 0.01308831 0.02525328 0.02160377 0.03280049
 0.03151646 0.04205708 0.02403729 0.00768418 0.02209951 0.02794545]"
153,153,0.5140285976649612,2024-01-15 11:04:25.543686,2024-01-15 11:04:27.210472,0 days 00:00:01.666786,True,entropy,25.0,sqrt,15.0,13.0,25.0,False,True,COMPLETE,"[0.5214285714285714, 0.5555555555555556, 0.37222222222222223, 0.6333333333333333, 0.48760330578512395]","[0.00869045 0.02376013 0.01330763 0.00656584 0.02455172 0.00508059
 0.01773441 0.04547596 0.00898428 0.05770562 0.00443658 0.00803952
 0.01331294 0.01072693 0.01714491 0.00728193 0.03503157 0.04738773
 0.00495605 0.01757727 0.0098758  0.03754129 0.01695273 0.03806667
 0.0056698  0.00217843 0.00753532 0.02371028 0.00216847 0.02264908
 0.0131199  0.01260762 0.00901862 0.00959661 0.00317376 0.02636382
 0.00616238 0.0175224  0.01839819 0.01870569 0.03021384 0.01020688
 0.00734845 0.01253262 0.00318733 0.03943366 0.00933178 0.02514589
 0.05563206 0.02565985 0.0368699  0.01021059 0.01968876 0.03576947]"
121,121,0.5133698571497615,2024-01-15 11:03:26.910497,2024-01-15 11:03:28.596265,0 days 00:00:01.685768,True,entropy,14.0,sqrt,14.0,15.0,26.0,False,True,COMPLETE,"[0.6714285714285714, 0.543859649122807, 0.3611111111111111, 0.5111111111111111, 0.47933884297520657]","[0.01252644 0.02577292 0.00684864 0.00375831 0.02445863 0.00793166
 0.01677033 0.04129369 0.0083065  0.05511864 0.01050535 0.01585757
 0.01324084 0.01312615 0.0129528  0.0044455  0.03915713 0.04128017
 0.00524398 0.01506918 0.0074855  0.02438472 0.0117878  0.04475498
 0.00741105 0.0038228  0.01256183 0.02399925 0.00579062 0.03044131
 0.01022511 0.01463488 0.00937076 0.00964201 0.00515926 0.02006952
 0.0085429  0.01855219 0.01926457 0.02191931 0.03377866 0.0105884
 0.00613532 0.01288946 0.00332597 0.0353947  0.02022884 0.02345385
 0.04756362 0.02916742 0.02696296 0.01046351 0.02055443 0.0360081 ]"
114,114,0.5133698571497615,2024-01-15 11:03:13.520338,2024-01-15 11:03:15.214879,0 days 00:00:01.694541,True,entropy,19.0,sqrt,14.0,13.0,26.0,False,True,COMPLETE,"[0.6714285714285714, 0.543859649122807, 0.3611111111111111, 0.5111111111111111, 0.47933884297520657]","[0.01252644 0.02577292 0.00684864 0.00375831 0.02445863 0.00793166
 0.01677033 0.04129369 0.0083065  0.05511864 0.01050535 0.01585757
 0.01324084 0.01312615 0.0129528  0.0044455  0.03915713 0.04128017
 0.00524398 0.01506918 0.0074855  0.02438472 0.0117878  0.04475498
 0.00741105 0.0038228  0.01256183 0.02399925 0.00579062 0.03044131
 0.01022511 0.01463488 0.00937076 0.00964201 0.00515926 0.02006952
 0.0085429  0.01855219 0.01926457 0.02191931 0.03377866 0.0105884
 0.00613532 0.01288946 0.00332597 0.0353947  0.02022884 0.02345385
 0.04756362 0.02916742 0.02696296 0.01046351 0.02055443 0.0360081 ]"
131,131,0.5133698571497615,2024-01-15 11:03:46.480887,2024-01-15 11:03:48.161366,0 days 00:00:01.680479,True,entropy,22.0,sqrt,14.0,13.0,26.0,False,True,COMPLETE,"[0.6714285714285714, 0.543859649122807, 0.3611111111111111, 0.5111111111111111, 0.47933884297520657]","[0.01252644 0.02577292 0.00684864 0.00375831 0.02445863 0.00793166
 0.01677033 0.04129369 0.0083065  0.05511864 0.01050535 0.01585757
 0.01324084 0.01312615 0.0129528  0.0044455  0.03915713 0.04128017
 0.00524398 0.01506918 0.0074855  0.02438472 0.0117878  0.04475498
 0.00741105 0.0038228  0.01256183 0.02399925 0.00579062 0.03044131
 0.01022511 0.01463488 0.00937076 0.00964201 0.00515926 0.02006952
 0.0085429  0.01855219 0.01926457 0.02191931 0.03377866 0.0105884
 0.00613532 0.01288946 0.00332597 0.0353947  0.02022884 0.02345385
 0.04756362 0.02916742 0.02696296 0.01046351 0.02055443 0.0360081 ]"
112,112,0.5133698571497615,2024-01-15 11:03:10.129959,2024-01-15 11:03:11.817271,0 days 00:00:01.687312,True,entropy,23.0,sqrt,14.0,13.0,26.0,False,True,COMPLETE,"[0.6714285714285714, 0.543859649122807, 0.3611111111111111, 0.5111111111111111, 0.47933884297520657]","[0.01252644 0.02577292 0.00684864 0.00375831 0.02445863 0.00793166
 0.01677033 0.04129369 0.0083065  0.05511864 0.01050535 0.01585757
 0.01324084 0.01312615 0.0129528  0.0044455  0.03915713 0.04128017
 0.00524398 0.01506918 0.0074855  0.02438472 0.0117878  0.04475498
 0.00741105 0.0038228  0.01256183 0.02399925 0.00579062 0.03044131
 0.01022511 0.01463488 0.00937076 0.00964201 0.00515926 0.02006952
 0.0085429  0.01855219 0.01926457 0.02191931 0.03377866 0.0105884
 0.00613532 0.01288946 0.00332597 0.0353947  0.02022884 0.02345385
 0.04756362 0.02916742 0.02696296 0.01046351 0.02055443 0.0360081 ]"
256,256,0.5132528980854338,2024-01-15 11:07:14.131238,2024-01-15 11:07:15.759237,0 days 00:00:01.627999,True,gini,16.0,sqrt,15.0,15.0,22.0,False,True,COMPLETE,"[0.5714285714285714, 0.5321637426900585, 0.3611111111111111, 0.6222222222222222, 0.47933884297520657]","[0.00981497 0.0168286  0.00369425 0.00717755 0.02590955 0.00567786
 0.02057798 0.04741329 0.00313266 0.04207092 0.00517499 0.00928658
 0.01354742 0.01445893 0.01900035 0.00713823 0.02583136 0.05016548
 0.00557263 0.02703823 0.01159396 0.02881926 0.01353944 0.0427869
 0.01028028 0.         0.00386557 0.02727167 0.00259859 0.02056914
 0.00714252 0.01500034 0.01012595 0.01082024 0.00335242 0.03239982
 0.00733116 0.01643617 0.02246478 0.00483385 0.0363547  0.00981813
 0.00827337 0.01385615 0.00212649 0.04249305 0.00724368 0.02726877
 0.05454946 0.02712179 0.04791207 0.01129822 0.01822084 0.0427194 ]"
240,240,0.5132528980854338,2024-01-15 11:06:46.660217,2024-01-15 11:06:48.278075,0 days 00:00:01.617858,True,gini,11.0,sqrt,15.0,15.0,22.0,False,True,COMPLETE,"[0.5714285714285714, 0.5321637426900585, 0.3611111111111111, 0.6222222222222222, 0.47933884297520657]","[0.00981497 0.0168286  0.00369425 0.00717755 0.02590955 0.00567786
 0.02057798 0.04741329 0.00313266 0.04207092 0.00517499 0.00928658
 0.01354742 0.01445893 0.01900035 0.00713823 0.02583136 0.05016548
 0.00557263 0.02703823 0.01159396 0.02881926 0.01353944 0.0427869
 0.01028028 0.         0.00386557 0.02727167 0.00259859 0.02056914
 0.00714252 0.01500034 0.01012595 0.01082024 0.00335242 0.03239982
 0.00733116 0.01643617 0.02246478 0.00483385 0.0363547  0.00981813
 0.00827337 0.01385615 0.00212649 0.04249305 0.00724368 0.02726877
 0.05454946 0.02712179 0.04791207 0.01129822 0.01822084 0.0427194 ]"
275,275,0.5132528980854338,2024-01-15 11:07:44.807119,2024-01-15 11:07:46.417285,0 days 00:00:01.610166,True,gini,16.0,sqrt,15.0,14.0,22.0,False,True,COMPLETE,"[0.5714285714285714, 0.5321637426900585, 0.3611111111111111, 0.6222222222222222, 0.47933884297520657]","[0.00981497 0.0168286  0.00369425 0.00717755 0.02590955 0.00567786
 0.02057798 0.04741329 0.00313266 0.04207092 0.00517499 0.00928658
 0.01354742 0.01445893 0.01900035 0.00713823 0.02583136 0.05016548
 0.00557263 0.02703823 0.01159396 0.02881926 0.01353944 0.0427869
 0.01028028 0.         0.00386557 0.02727167 0.00259859 0.02056914
 0.00714252 0.01500034 0.01012595 0.01082024 0.00335242 0.03239982
 0.00733116 0.01643617 0.02246478 0.00483385 0.0363547  0.00981813
 0.00827337 0.01385615 0.00212649 0.04249305 0.00724368 0.02726877
 0.05454946 0.02712179 0.04791207 0.01129822 0.01822084 0.0427194 ]"
223,223,0.5132528980854338,2024-01-15 11:06:18.943723,2024-01-15 11:06:20.556103,0 days 00:00:01.612380,True,gini,16.0,sqrt,15.0,12.0,22.0,False,True,COMPLETE,"[0.5714285714285714, 0.5321637426900585, 0.3611111111111111, 0.6222222222222222, 0.47933884297520657]","[0.00981497 0.0168286  0.00369425 0.00717755 0.02590955 0.00567786
 0.02057798 0.04741329 0.00313266 0.04207092 0.00517499 0.00928658
 0.01354742 0.01445893 0.01900035 0.00713823 0.02583136 0.05016548
 0.00557263 0.02703823 0.01159396 0.02881926 0.01353944 0.0427869
 0.01028028 0.         0.00386557 0.02727167 0.00259859 0.02056914
 0.00714252 0.01500034 0.01012595 0.01082024 0.00335242 0.03239982
 0.00733116 0.01643617 0.02246478 0.00483385 0.0363547  0.00981813
 0.00827337 0.01385615 0.00212649 0.04249305 0.00724368 0.02726877
 0.05454946 0.02712179 0.04791207 0.01129822 0.01822084 0.0427194 ]"
285,285,0.512017371251821,2024-01-15 11:07:59.870167,2024-01-15 11:08:01.434482,0 days 00:00:01.564315,True,gini,11.0,sqrt,14.0,14.0,19.0,False,True,COMPLETE,"[0.6428571428571429, 0.4327485380116959, 0.4055555555555556, 0.5499999999999999, 0.5289256198347108]","[0.01807854 0.01406717 0.         0.00497169 0.02482028 0.00710306
 0.02681927 0.04846122 0.00352227 0.04495728 0.00504076 0.01606686
 0.01423381 0.01415746 0.02299864 0.00540183 0.03125101 0.05681505
 0.00726552 0.0340897  0.00232024 0.02559063 0.01123342 0.05253935
 0.00989863 0.00481239 0.01059655 0.03238073 0.00537269 0.03090667
 0.00931702 0.01194356 0.0125543  0.01233434 0.00121271 0.02531503
 0.00394801 0.01807862 0.02989195 0.00623101 0.03524476 0.01076787
 0.         0.01752371 0.         0.02769062 0.01291944 0.02959712
 0.02880373 0.02788139 0.03308693 0.00305789 0.01620585 0.04062142]"
206,206,0.5120031483667847,2024-01-15 11:05:53.038132,2024-01-15 11:05:54.604441,0 days 00:00:01.566309,True,entropy,17.0,sqrt,14.0,20.0,19.0,False,True,COMPLETE,"[0.6642857142857144, 0.4444444444444444, 0.38333333333333336, 0.5555555555555556, 0.5123966942148761]","[0.01714145 0.01408397 0.         0.00287145 0.02817548 0.01085385
 0.01907693 0.04507694 0.00343334 0.04462012 0.01011322 0.01568576
 0.01222565 0.01796209 0.01426945 0.00608332 0.03882386 0.05648866
 0.00717597 0.02062098 0.00243277 0.02257694 0.01192365 0.05006728
 0.00787274 0.00523119 0.01350145 0.03284107 0.00509758 0.03206926
 0.008198   0.0113146  0.01282314 0.01214997 0.00115412 0.02278322
 0.00671558 0.02218484 0.02636205 0.00711901 0.03785787 0.01312261
 0.         0.01763821 0.00188965 0.03005284 0.01264022 0.03126997
 0.03224925 0.03014507 0.02574363 0.00603333 0.01808713 0.04406929]"
106,106,0.5120031483667847,2024-01-15 11:03:00.310536,2024-01-15 11:03:01.884001,0 days 00:00:01.573465,True,entropy,23.0,sqrt,14.0,9.0,19.0,False,True,COMPLETE,"[0.6642857142857144, 0.4444444444444444, 0.38333333333333336, 0.5555555555555556, 0.5123966942148761]","[0.01714145 0.01408397 0.         0.00287145 0.02817548 0.01085385
 0.01907693 0.04507694 0.00343334 0.04462012 0.01011322 0.01568576
 0.01222565 0.01796209 0.01426945 0.00608332 0.03882386 0.05648866
 0.00717597 0.02062098 0.00243277 0.02257694 0.01192365 0.05006728
 0.00787274 0.00523119 0.01350145 0.03284107 0.00509758 0.03206926
 0.008198   0.0113146  0.01282314 0.01214997 0.00115412 0.02278322
 0.00671558 0.02218484 0.02636205 0.00711901 0.03785787 0.01312261
 0.         0.01763821 0.00188965 0.03005284 0.01264022 0.03126997
 0.03224925 0.03014507 0.02574363 0.00603333 0.01808713 0.04406929]"
141,141,0.5120031483667847,2024-01-15 11:04:04.773855,2024-01-15 11:04:06.353263,0 days 00:00:01.579408,True,entropy,22.0,sqrt,14.0,14.0,19.0,False,True,COMPLETE,"[0.6642857142857144, 0.4444444444444444, 0.38333333333333336, 0.5555555555555556, 0.5123966942148761]","[0.01714145 0.01408397 0.         0.00287145 0.02817548 0.01085385
 0.01907693 0.04507694 0.00343334 0.04462012 0.01011322 0.01568576
 0.01222565 0.01796209 0.01426945 0.00608332 0.03882386 0.05648866
 0.00717597 0.02062098 0.00243277 0.02257694 0.01192365 0.05006728
 0.00787274 0.00523119 0.01350145 0.03284107 0.00509758 0.03206926
 0.008198   0.0113146  0.01282314 0.01214997 0.00115412 0.02278322
 0.00671558 0.02218484 0.02636205 0.00711901 0.03785787 0.01312261
 0.         0.01763821 0.00188965 0.03005284 0.01264022 0.03126997
 0.03224925 0.03014507 0.02574363 0.00603333 0.01808713 0.04406929]"
